iteration,loss
20,1.1562
30,0.0179
40,0.0199
50,-0.4863
60,-0.6602
70,-1.3438
80,-0.832
90,1.0391
100,0.4805
110,2.0625
120,0.543
130,-0.1602
140,-1.0625
150,1.4531
160,-0.9961
170,-1.1484
180,-0.2227
190,-0.2695
200,-0.5586
210,1.1328
220,0.0137
230,-0.1367
240,-1.2266
250,-0.582
260,-0.75
270,-1.0781
280,0.5703
290,-0.8008
300,0.6289
310,0.0713
320,-0.5234
330,-0.9219
340,-1.1094
350,-0.3848
360,0.2441
370,-0.7344
380,-1.0391
390,-1.2812
400,-1.4922
410,-0.9922
420,-1.0312
430,-1.2188
440,-1.3672
450,1.1328
460,-0.1709
470,-1.3516
480,-1.2891
490,-0.2793
500,-0.7773
510,-0.8359
520,-0.3711
530,-1.0703
540,0.6289
550,-1.3516
560,0.2002
570,0.7539
580,0.291
590,0.3477
600,0.3672
610,-1.4219
620,0.8008
630,-0.8867
640,-0.6719
650,-0.7422
660,-0.2578
670,-0.3516
680,-0.9688
690,-1.0703
700,0.0513
710,0.957
720,-0.5312
730,-0.7539
740,-0.8008
750,-1.7266
760,-1.0859
770,-0.582
780,0.0413
790,-0.5
800,-0.5312
810,0.2285
820,-1.2266
830,-1.3281
840,-1.1094
850,-1.0469
860,-0.9297
870,-0.2988
880,-0.3477
890,0.084
900,-1.3281
910,-1.1406
920,-1.7109
930,-0.9922
940,0.0923
950,-0.7773
960,-0.0903
970,-0.4785
980,-0.9922
990,-0.375
1000,-0.9141
1010,0.9414
1020,-0.4863
1030,-1.5234
1040,-1.1875
1050,-0.0134
1060,-1.1562
1070,-1.2656
1080,-1.4141
1090,-1.6016
1100,-1.2188
1110,-1.1562
1120,-0.7852
1130,-0.2402
1140,-0.5664
1150,-0.8086
1160,-1.1172
1170,1.1016
1180,-0.9609
1190,0.0166
1200,-1.0781
1210,-0.3945
1220,-1.3203
1230,-1.1719
1240,-0.4805
1250,-1.1094
1260,0.2832
1270,-0.4492
1280,-1.1406
1290,-1.4609
1300,-0.9844
1310,-0.2344
1320,0.8711
1330,0.0203
1340,-1.8047
1350,-0.2539
1360,-0.6602
1370,-1.0391
1380,-0.9258
1390,-0.5391
1400,-0.6562
1410,-0.5273
1420,-0.4785
1430,-0.6055
1440,-0.7109
1450,-0.5977
1460,-0.5078
1470,0.082
1480,0.1387
1490,-0.3633
1500,-1.4297
1510,-1.2344
1520,-0.0522
1530,-0.0391
1540,-0.9805
1550,0.6523
1560,0.2949
1570,-1.0859
1580,-0.8594
1590,-1.1875
1600,-1.5312
1610,-0.0381
1620,-0.7812
1630,-0.9102
1640,-0.4844
1650,-0.8828
1660,-0.4707
1670,-0.9375
1680,-1.3672
1690,-0.9414
1700,-0.5781
1710,-0.8359
1720,-0.625
1730,-1.1719
1740,-1.2969
1750,-1.3984
1760,-0.9648
1770,-1.6406
1780,-0.6602
1790,-1.1641
1800,-1.4688
1810,0.6055
